review,rating
"Cytecare is 1 of the best hospitals in terms of treatment, hygiene and care. Appreciate Dr. Surendra Reddy's efforts in detailed explanation of issue and treatment process.Special thanks to Akshitha Shetty, Naveen and Ashwini for taking care of my mother during the treatment course.",5
"I highly recommend Cytecare Hospital to any1 in need of best cancer treatment.the hospital has a well-organized and efficient administrative system, making the admission and discharge process smooth and hassle-free.",5
"Very nice hospital, doctor's are very knowledgeable and proficient in their work nurses and all support staff very cooperative",5
"The best hospital I've ever been. The facilities, the Doctors, the staff,and the service of the hospital is so good. Best cancer hospital in Bangalore. Special thanks to Ms Akshitha for your support.",5
Nice atmosphere and prompt action,5
Treatment is very good Stop neme Mamatha over-all good,5
"1 of my colleague referred this hospital to me for my family member. The thought of going to a Cancer Hospital itself was scary, however Cytecare is different. You can feel it as you enter the hospital. Every single staff member be it Security Guard or Lift Man or Nurses or Doctor, every1 is extremely polite & emphatic. The entire aura of place is very positive which gives you hope.On my day 1 at hospital I met a lady whose mother got cured and had come for final checkup. She came here when all other hospitals had refused to treat her citing her fragile health.We interacted with Dr. Akshay & Dr. Harish. Both are extremely knowledgeable. The best part is they prescribe medicines & treatment which is utmost necessary & there is no tendency of fleecing the patients.Special thanks to Assistant Nanditha & entire staff. And all the very best to Cytecare Hospitals for reaching greater heights.",5
Nice experience... Staffs r so good .. Dr are also .. we got best treatment from there.. love it ..,5
"A very Well equipped,Organized and efficient hospital.Everything here is the way it is supposed to be in a hospital.The staff are proficient in their jobs.A cheerful place to be.Highly recommended.",5
Really good hospital for cancer related treatments. Doctors and nursing staff are Really polite and made the stay of patient in hospital very comfortable..Doctors will not give unnecessary treatment. 2 patients from my family is treated here for cancer and recovered well. I would like to thank Dr Akshay for treating my mother for thyroid cancer and Dr Vikram who treated my father in law 4 years back for mouth cancer and is now cancer free.,5
1 of the best hospitals for Oncology. They have the latest medicine & technology for diagnosis & treatment of cancer.The staff & doctors are very friendly & polite.The infrastructure is wonderfully maintained. Very clean & tidy.Patients are well cared for.The Cafeteria at the top floor is good too. (Mr. Kasmir Alam provided a very good service.),5
I am came for endoscopy .dr Sharath kotes sir did endoscopy very nicely. And assisting stop Monisha .sanjay and Manjunath very nicely co-operating tq all.,5
"I came to Mili Baruah for pain mangement..After 3 session I felt 95% of pain is g1 .I feel so Happy , her hand and accupressure treatment is excellent I love her .Thanks to Mili Baruah and thanks to Dr Poovamma and thanks to Cytecare Hospital ??????",5
Good coordination and care from the front end team,5
Hospital staff supported well and good,5
"Had the most seamless experience and consultation at Cytecare Hospital. Dr Prasad lends a patient ear and guides the patient well. Special thanks to Dr Rekha Shivkumar, Dr Nandini and Dr Kavya for helping us along the way with appointments and arranging everything in time and updating us regularly.World Class Healthcare facility in our own Namma Bengaluru. Keep up the good work Team Cytecare.",5
Highaly satisfied by Dr. Poovama mams expertise and her behaviour with me it released all our tension.,5
"Dr Prasad Narayan was great and had the best medical treatment at Cytecare hospital.Excellent staff and good customer service, would definitely recommend to family and friends.",5
Very well maintained and excellent hospitality. Would highly recommend. The staff are very friendly and you feel really comfortable.,5
"Cytecare Hospital is a best place for Cancer patients. Doctor Harish is the Best Doctor, his treatment for cancer is excellent. He doesn't make us feel that we are cancer patient he is so supportive and also caring. Where the patient doesn't feel that he/she is sick their the recovery will be very fast. In that ways all the Doctors and staff members of cytecare Hospital is excellent. I feel happy when i come to cytecare each and every staff people are so good and cooperative. I came here upto 4months 1 day also i didn't feel i am al1 all the chemo therapy department staff members each and every 1 of this department are so good and supportive and also insurance department team each and every1 are good and supportive. I say cytecare is the best best ...place for Cancer people to cure their dieases.",5
